review,rating,date,bank,source,language,sentiment,identified_themes,dominant_topic
በጣም አሪፍ መተግበሪያ ነው ። አመሠግናለሁ ።,5,2025-03-10,DASHEN BANK,Google Play,om,0,Other,Topic_1
"Greately improved since it was released! I really like the budget and expense tegistration feature. For ATM or POS withdrawals, it is not possible to account these expenses, even if it is visible on the transactions window. If that can be worked on, it will be improve so much!!",5,2025-03-10,DASHEN BANK,Google Play,om,1,Feature Requests,Topic_5
Excellent,5,2025-03-10,DASHEN BANK,Google Play,om,1,Other,Topic_1
Good,5,2025-03-08,DASHEN BANK,Google Play,om,1,Other,Topic_2
Wow Excellent app,5,2025-03-08,DASHEN BANK,Google Play,om,1,Other,Topic_3
Nice app but i experience some issues with others banks transfer it keeps saying account is not exist most of the time.,4,2025-03-08,DASHEN BANK,Google Play,om,1,Transaction Performance,Topic_5
Add the option to send money to any telebirr account like amole does.,3,2025-03-08,DASHEN BANK,Google Play,om,1,Feature Requests,Topic_3
It's best,5,2025-03-08,DASHEN BANK,Google Play,om,1,Other,Topic_5
no one dashen yichlal,5,2025-03-07,DASHEN BANK,Google Play,om,-1,Other,Topic_4
In short ! I'm so proud of this app developers for their highest professional of developing. Thanks,5,2025-03-06,DASHEN BANK,Google Play,om,1,Other,Topic_4
The speed is too slow. Need some improvements.,2,2025-03-06,DASHEN BANK,Google Play,om,1,Transaction Performance,Topic_2
good app,5,2025-03-04,DASHEN BANK,Google Play,om,1,Other,Topic_2
Fantastic app,5,2025-03-01,DASHEN BANK,Google Play,om,1,Other,Topic_4
Good,5,2025-02-28,DASHEN BANK,Google Play,om,1,Other,Topic_2
I wish dark mode feature is add as an option but it's good app,5,2025-02-27,DASHEN BANK,Google Play,om,1,Feature Requests,Topic_2
"Super Up is the ultimate digital banking app, living up to its name with speed, efficiency, and innovation. Designed for a seamless experience, it offers lightning-fast transactions, top-tier security, and effortless financial management. With Super Up, banking has never been this smooth, smart, and super!",5,2025-02-26,DASHEN BANK,Google Play,om,1,"Account Access Issues, User Interface & Experience",Topic_1
"The Dashen Super App is a game-changer in digital banking, offering a seamless and convenient experience. With its user-friendly interface, fast transactions, and a wide range of financial services, it simplifies banking for customers. Features like bill payments, fund transfers, mobile top-ups, and loan applications make it an all-in-one solution. Plus, its security measures ensure safe and reliable Experiance effortless banking",5,2025-02-26,DASHEN BANK,Google Play,om,1,"Transaction Performance, User Interface & Experience, Customer Support, Feature Requests",Topic_1
ከጰነጨየጠ,2,2025-02-26,DASHEN BANK,Google Play,om,0,Other,Topic_1
"It has good feature. But, it is Very Slow! difficult to pay or receive. The Speed should be improved, else I didn't recommend.",2,2025-02-24,DASHEN BANK,Google Play,om,-1,"Transaction Performance, Feature Requests",Topic_2
Excellent app,5,2025-02-24,DASHEN BANK,Google Play,om,1,Other,Topic_1
አፕልኬሽኑ አሪፍ ሆኖ ሳለ ቴሌብር ወደራስ ብቻ ለምን ሆነ እንደ ድሮው ለሰውም መላክ ቢቻል,4,2025-02-22,DASHEN BANK,Google Play,om,0,Other,Topic_1
No good,1,2025-02-22,DASHEN BANK,Google Play,om,-1,Other,Topic_2
Wow amazing app,5,2025-02-21,DASHEN BANK,Google Play,om,1,Other,Topic_4
best platform... Please avoid otp,5,2025-02-21,DASHEN BANK,Google Play,om,1,Other,Topic_3
Super smart app.,5,2025-02-18,DASHEN BANK,Google Play,om,1,Other,Topic_4
best 👍👍,5,2025-02-16,DASHEN BANK,Google Play,om,1,Other,Topic_5
I don't know what happens but the application is not send verification pass code you should fix that,1,2025-02-16,DASHEN BANK,Google Play,om,0,Other,Topic_3
This app doesn't work on my phone my phone is Samsung Galaxy s7 android version 9 All other financial apps work like telebirr CBE M_pesa...,1,2025-02-14,DASHEN BANK,Google Play,om,1,Other,Topic_3
"Dashen Super app is secure, very easy to use and has more services uniquely like budgeting, chat, IPS...",5,2025-02-14,DASHEN BANK,Google Play,om,1,Customer Support,Topic_4
Amazing and user friendly supper app and looking forward the additional features,5,2025-02-14,DASHEN BANK,Google Play,om,1,Feature Requests,Topic_1
it's amazing app i have seen ever,5,2025-02-13,DASHEN BANK,Google Play,om,1,Other,Topic_5
One star deducted for not to able to transfer to telebirr.,4,2025-02-13,DASHEN BANK,Google Play,om,0,Transaction Performance,Topic_4
ጥሩ ነው ግን በደንብ ሊሸሻል ይገባል,4,2025-02-13,DASHEN BANK,Google Play,om,0,Other,Topic_1
ፍጥነቱ በጣም አሪፍ ነው! እና ቀለል ያለ ነው ! ነገር ግን ተጨማሪ ወደ ቴሌብር ኤጀንት መላኪያ አፕ ቢካተትበት ጥሩ ነው::,4,2025-02-12,DASHEN BANK,Google Play,om,0,Other,Topic_1
Keep up the good work and pleas add water and electric utility payment,5,2025-02-12,DASHEN BANK,Google Play,om,1,Feature Requests,Topic_3
The app missed some important features 1. It does't show recent transactions 2. Transfer to Telebirr limited to own telebirr 3. The statement does't show running balance,2,2025-02-11,DASHEN BANK,Google Play,om,-1,"Transaction Performance, Feature Requests",Topic_3
"Simple, Fast and Easy ⭐⭐⭐🎉",4,2025-02-10,DASHEN BANK,Google Play,om,1,Other,Topic_1
"የሚገርም aplication ነው, ነገር ግን ብር ትራንስፈር ሲደረግ ያለ ፒን መሆኑ risk አለው ሁሉ ጊዜ የ ትራንስፈር መደምደሚያ ፒን መሆን አለበት!!!!!!!!!!!!:: አሱ ቢስተካከል 5 star አስከዛው ግን 4 ሰጥቻለው::",4,2025-02-09,DASHEN BANK,Google Play,om,-1,Other,Topic_1
Baankii daashin baankii hudna galeessa galatoomaa isinii woliin jirra Godina jimmaa magaalaa Aggaaroo irraa Muaz Abamecha Abamilki,5,2025-02-07,DASHEN BANK,Google Play,om,0,Other,Topic_1
Good,5,2025-02-07,DASHEN BANK,Google Play,om,1,Other,Topic_2
It doesn't work,1,2025-02-07,DASHEN BANK,Google Play,om,0,Other,Topic_2
"#Dashen Super App; Super easy to use, secure, and fast transaction. Love it!",5,2025-02-07,DASHEN BANK,Google Play,om,1,Other,Topic_4
"I tried the new Dash Bank Super App today, and it's amazingly easy and fun.I recommend you download and use it. You really like it",5,2025-02-06,DASHEN BANK,Google Play,om,1,Other,Topic_4
Gud app kegza ga mezmn endze new aind ermjh kedme nachu hlam,5,2025-02-06,DASHEN BANK,Google Play,om,0,Other,Topic_3
"Good app, bad security",3,2025-02-06,DASHEN BANK,Google Play,om,1,Other,Topic_2
On Transaction page only show sent Transaction. Try to include received transaction.,4,2025-02-06,DASHEN BANK,Google Play,om,0,Feature Requests,Topic_4
Wonderful Application 😍,5,2025-02-05,DASHEN BANK,Google Play,om,1,Other,Topic_3
I loved it,5,2025-02-05,DASHEN BANK,Google Play,om,1,Other,Topic_5
አሁን ገና አንድ እርምጃ ቀደማችው,5,2025-02-04,DASHEN BANK,Google Play,om,0,Other,Topic_4
I am so thankful for having this best app Dashen one step ahead,5,2025-02-04,DASHEN BANK,Google Play,om,1,Other,Topic_4
Not good this app,1,2025-02-04,DASHEN BANK,Google Play,om,-1,Other,Topic_2
Best app,5,2025-02-04,DASHEN BANK,Google Play,om,1,Other,Topic_5
Excellent app ever but it needs improvement on speed and transaction lists,1,2025-02-03,DASHEN BANK,Google Play,om,1,Other,Topic_2
Perfect,5,2025-02-02,DASHEN BANK,Google Play,om,1,Other,Topic_1
"It does not work functional ,",1,2025-02-02,DASHEN BANK,Google Play,om,0,Other,Topic_3
Ok,5,2025-02-02,DASHEN BANK,Google Play,om,1,Other,Topic_3
all of dashen bank customers use the application it is good to use,5,2025-02-01,DASHEN BANK,Google Play,om,1,Other,Topic_4
Gret experience,5,2025-02-01,DASHEN BANK,Google Play,om,0,Other,Topic_2
All good we need more,3,2025-01-31,DASHEN BANK,Google Play,om,1,Other,Topic_2
"Dashen super app is easy to use, fast and robust",5,2025-01-31,DASHEN BANK,Google Play,om,1,Other,Topic_4
it was amazing app.....thank you dashen bank....,5,2025-01-30,DASHEN BANK,Google Play,om,1,Other,Topic_4
Dashen bank super app for easy life.,5,2025-01-30,DASHEN BANK,Google Play,om,1,Other,Topic_4
Excellent UI/UX and beyond Banking services👍👍,5,2025-01-30,DASHEN BANK,Google Play,om,1,"User Interface & Experience, Customer Support",Topic_1
Send to oher bank የሚለዉ ዉስጥ ገብተን ወደ addisinternational bank ለመላክ አይሰራም ሁለተኛ ደግሞ ወደ cbe birr ለመላክ account number ይጠይቃል ሞባይል ነበር ነዉ መጠየቅ ያለበት ይመስለኛል,2,2025-01-29,DASHEN BANK,Google Play,om,1,Feature Requests,Topic_4
Best,5,2025-01-29,DASHEN BANK,Google Play,om,1,Other,Topic_5
Just Wow,5,2025-01-29,DASHEN BANK,Google Play,om,1,Other,Topic_3
mobile banking to the next level,5,2025-01-28,DASHEN BANK,Google Play,om,0,Other,Topic_5
Nice,5,2025-01-25,DASHEN BANK,Google Play,om,1,Other,Topic_1
The first 3 star review is me,3,2025-01-25,DASHEN BANK,Google Play,om,0,Other,Topic_2
Is not working,1,2025-01-25,DASHEN BANK,Google Play,om,0,Other,Topic_3
"Fast, reliable and user friendly. Amazing chatting features. Keep it up! Always one step ahead!",5,2025-01-24,DASHEN BANK,Google Play,om,1,Feature Requests,Topic_1
V good ❗️,5,2025-01-24,DASHEN BANK,Google Play,om,1,Other,Topic_2
"This app is literally the best thing ever The chat banking is so easy just text and it’s done Super smooth, fast, and honestly a life saverIf you haven’t downloaded it yet you’re missing out big time",5,2025-01-23,DASHEN BANK,Google Play,om,1,Feature Requests,Topic_1
I only see white page,2,2025-01-23,DASHEN BANK,Google Play,om,0,Other,Topic_4
Excellent banking app for all your needs! Who needs a physical branch when you can use Dashen Bank Super App Instead! I've never had an issue with anything that Dashen Bank Super App haven't handled swiftly and resolved to my satisfaction and above I don't often write reviews but this is an app/bank that I would highly recommended to everyone 💯 👌👍,5,2025-01-22,DASHEN BANK,Google Play,om,1,Other,Topic_4
Amizing Application 😍,5,2025-01-22,DASHEN BANK,Google Play,om,1,Other,Topic_4
Fastest and easy to use,5,2025-01-22,DASHEN BANK,Google Play,om,1,Other,Topic_4
Ok,5,2025-01-21,DASHEN BANK,Google Play,om,1,Other,Topic_3
ጥሩ ነው,5,2025-01-21,DASHEN BANK,Google Play,om,0,Other,Topic_1
ስም ብቻ 😏,2,2025-01-21,DASHEN BANK,Google Play,om,0,Other,Topic_5
Exellent app with exellent banking system and exellent bank ever,5,2025-01-21,DASHEN BANK,Google Play,om,0,Other,Topic_1
Amazing app to use as usual! But why option of transferring to Telebirr and M pesa which was available on Amole app is omitted?? Dasheen is my favourite keep it up.,4,2025-01-20,DASHEN BANK,Google Play,om,1,"Transaction Performance, Feature Requests",Topic_3
Needs some improvement,5,2025-01-20,DASHEN BANK,Google Play,om,1,Other,Topic_3
Amazing,5,2025-01-20,DASHEN BANK,Google Play,om,1,Other,Topic_4
Amazing super app,5,2025-01-19,DASHEN BANK,Google Play,om,1,Other,Topic_4
I hope it will be better than amole,5,2025-01-18,DASHEN BANK,Google Play,om,1,Other,Topic_3
Wly Super App ilove it ❤️ 😍 💖 💕,5,2025-01-18,DASHEN BANK,Google Play,om,1,Other,Topic_4
Wow,5,2025-01-17,DASHEN BANK,Google Play,om,1,Other,Topic_3
Dashen yichalal. Ewnetem one step a head,5,2025-01-17,DASHEN BANK,Google Play,om,0,Other,Topic_4
It has a Good performance but need more upgrade for more performance like when we login account not be fast balance show other thing looking good. Carry on. Thanks so much for Greatest service,4,2025-01-17,DASHEN BANK,Google Play,om,1,"Account Access Issues, Customer Support",Topic_4
"It is a very wonderful work that has saved its time. That is why it is ""Always one step ahead!""",5,2025-01-17,DASHEN BANK,Google Play,om,1,Other,Topic_3
“Life-changing!” I can’t imagine going back to traditional banking after using this app. It’s so convenient.,5,2025-01-17,DASHEN BANK,Google Play,om,0,Other,Topic_1
Pro max,5,2025-01-17,DASHEN BANK,Google Play,om,0,Other,Topic_1
The most good app and easy,5,2025-01-16,DASHEN BANK,Google Play,om,1,Other,Topic_4
"Excellent and user friendly App. Excellence is what makes you always one step ahead. Dashen Bank, Always One Step Ahead !!",5,2025-01-16,DASHEN BANK,Google Play,om,1,Other,Topic_4
